type,size,p_connection,LV_app,LV_app_CI_lower,LV_app_CI_upper,continuation_app,continuation_app_CI_lower,continuation_app_CI_upper,greedy_app,greedy_app_CI_lower,greedy_app_CI_upper
bipartite,46,0.13632583547518043,0.9268906354515051,0.9228779696214183,0.9309033012815918,0.9836602898550725,0.9814417210691074,0.9858788586410375,0.9938508974358974,0.9925426972357443,0.9951590976360505
bipartite,66,0.10595477458989334,0.9082452211187506,0.9042346985441958,0.9122557436933054,0.9815681987946694,0.979405789822971,0.9837306077663678,0.9951183473389356,0.994146525868225,0.9960901688096461
bipartite,90,0.08459249977267377,0.8918039019940386,0.8882121318590784,0.8953956721289987,0.9818748972145134,0.9798000962446749,0.9839496981843519,0.9968658071230342,0.9961671741798341,0.9975644400662342
bipartite,130,0.06422134261377903,0.8685169403906016,0.8652263845687446,0.8718074962124586,0.9841865602059633,0.9823259241900592,0.9860471962218674,0.9978359983300281,0.9973468335759248,0.9983251630841314
bipartite,160,0.054775332933423515,0.8556577449817336,0.8525873593866127,0.8587281305768546,0.9853277482105477,0.9835029739563276,0.9871525224647678,0.9987560829134061,0.9984221452042041,0.9990900206226081
bipartite,200,0.04605170185988092,0.8400018326538536,0.8371643029912268,0.8428393623164805,0.98900868957484,0.9875724895562609,0.9904448895934191,0.9991579169093381,0.9988747656904341,0.9994410681282421
